contratacao,status_contratacao,unidade,objeto,fornecedor,cpf_cnpj,valor_estimado,valor_empenhado,valor_liquidado,valor_pago
2023001602,Ativo,FUNESPOM - FUNDO ESP. POLÍCIA MILITAR RJ,Aquisição de equipamentos para consultório odontológico,MOGI MEDICAL EQUIPAMENTOS EIRELI,28.199.997/0001-70,1750,1750,,
2023001603,Ativo,FUNESPOM - FUNDO ESP. POLÍCIA MILITAR RJ,Aquisição de equipamentos para consultório odontológico,DENTEMED EQUIPAMENTOS ODONTOLÓGICOS LTDA,07.897.039/0001-00,57720,57720,,
2023001604,Em Aberto,UERJ - ADMINISTRACAO CENTRAL,Solicitação de aquisição de 30.000 (trinta mil) folhas de papel moeda,CONTIPLAN TECNOLOGIA GRÁFICA LTDA EPP,66.605.734/0001-02,45900,45900,,
2023001605,Ativo,FMIS - FUNDAÇÃO MUSEU DA IMAGEM E DO SOM,Contratação da concessionária Águas do Rio 4 SPE SANEAMENTO RIO CNPJ sob o n 42644220000106 para continuidade na prestação de serviços de fornecimento de água eesgoto dos imóveis da FMIS Lapa e Pça XV durante os meses de JAN23 e FEV23,AGUAS DO RIO 4 SPE S.A,42.644.220/0001-06,5100.91,5100.91,5100.91,5100.91
2023001606,Em Aberto,EMOP - EMPRESA DE OBRAS PÚBLICAS DO ESTADO DO RJ,Servoço de fornecimento de vale transporte em favor de GLOBALMOB SOLUÇÕES PARA MOBILIDADE SA GlobalMob soluções para Mobilidade SA,GLOBALMOB SOLUCOES PARA MOBILIDADE SA,48.102.539/0001-88,350,0,,
2023001679,Em Aberto,FUNARJ - FUND ANITA MANTUANO DE ARTES DO EST DO RJ,O presente deste Termo de Referência destinase a contratação de empresa especialiada emmanutenção recarga e retestestestes hidrostáticos dos aparelhos extintores necessários à segurança daFundação Anita Mantuano de Artes do Estado do Rio de Janeiro FUNARJ e das unidades administradas pelamesma da conforme relacionadas no Anexo I de acordo com as especificações relacionadas no Anexo II eparâmetros e exigências técnicas constantes deste Termo de Referência,FENIX COMÉRCIO E SERVIÇOS DE EXTINTOR LTDA,08.976.774/0001-64,16955,16955,16954,16954
2023001680,Em Aberto,INEA - INSTITUTO ESTADUAL DO AMBIENTE,SERVIÇOS DE RECUPERAÇÃO OPERAÇÃO E MANUTENÇÃO DAS ECOBARREIRAS PARAREMOÇÃO DE LIXO FLUTUANTE E PLANTAS MACRÓFITAS EM DIVERSOSCURSOS DÁGUA CONTRIBUINTES DA BAÍA DE GUANABARA,DIMENSIONAL ENGENHARIA LTDA,00.299.904/0001-60,12798999,9239280.52,2363370.35,2363370.35
2023001681,Ativo,SES - SECRET ESTADO  SAÚDE ,ATA DE REGISTRO DE PREÇOS PARA A CONTRATAÇÃO DE SERVIÇOS CONTINUADOSD E OUTSOURCING PARA OPERAÇÃO DE ALMOXARIFADO VIRTUAL QUE FIRMAM OESTADO DO RIO DE JANEIRO PELA SECRETARIA DE ESTADO DE PLANEJAMENTO EGESTÃO E O FORNECEDOR ABAIXO INDICADO,BRS SP SUPRIMENTOS CORPORATIVOS S/A,03.746.938/0001-43,3575031.37,344263.28,76331.79,57239.94
2023001682,Ativo,FES - FUNDO ESTADUAL DE SAÚDE,aquisição de medicamentos,COSTA CAMARGO COMERCIO DE PRODUTOS HOSPITALARES LTDA (MATRIZ),36.325.157/0001-34,182951.16,182951.16,182951.16,182951.16
2023001683,Em Aberto,CECIERJ - FUND CENTRO CIÊN EDUC SUP DISTÂN DO EST RJ,O presente Termo de Referência tem por objetivo a inscrição e custeio no 18 Congresso Brasileiro de Pregoeiros para os servidores Hélio Lopes Dias Berílio José da Silva Mello Lui Lima de Melo Cassio de Araujo Marinho Silvano da Silva Perim Emerson Couto Aguiar e João Luís Barroso Braga,INSTITUTO NEGOCIOS PUBLICOS DO BRASIL - ESTUDOS E PESQUISAS NA ADMINISTRACAO PUBLICA - INP - LTDA,10.498.974/0002-81,31500,,,
2023001684,Ativo,FES - FUNDO ESTADUAL DE SAÚDE,Aquisição de material de enfermagem,CARLA DE OLIVEIRA CORREA - ME,08.583.229/0001-08,11160,11160,11160,11160
2023001685,Em Aberto,PRODERJ - CENTRO DE TECN DE INFORMAÇÃO E COMUN DO ERJ,REGISTRO DE PREÇOS PARA CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NO FORNECIMENTO DE LICENÇAS DE USO PERPÉTUO DE SOFTWARES ORACLE E OPTIONS COM GARANTIA DE ATUALIZAÇÃO E SUPORTE DO FABRICANTE POR 12 DOZE MESES E SERVIÇOS DE OPERAÇÃO ASSISTIDA PELO PERÍODO DE 12 MESES EM CONFORMIDADE COM A LEI N 86661993 REGULAMENTA O ART 37 INCISO XXI DA CONSTITUIÇÃO FEDERAL QUE INSTITUI NORMAS PARA LICITAÇÕES E CONTRATOS DA ADMINISTRAÇÃO PÚBLICA E DÁ OUTRAS PROVIDÊNCIAS E O DECRETO ESTADUAL N 466422019 REGULAMENTA A FASE PREPARATÓRIA DAS CONTRATAÇÕES NO ÂMBITO DO ESTADO DO RIO DE JANEIRO ,TAREA GERENCIAMENTO LTDA ,11.185.325/0001-02,9562580,11952420,9133950,9133950
2023001686,Ativo,SEPM - Secretaria de Estado de Polícia Militar,Viaturas Parcialmente Blindadas,FORD MOTOR COMPANY BRASIL LTDA,03.470.727/0041-18,4725000,4725000,,
2023001688,Ativo,FES - FUNDO ESTADUAL DE SAÚDE,Aquisição de material de enfermagem,CEI COMERCIO EXPORTACAO E IMPORTACAO DE MATERIAIS MEDICOS LTDA,40.175.705/0001-64,1838,1838,1838,1838
2023001689,Ativo,UERJ - HOSPITAL UNIVERSITÁRIO - HOSPITAL UNIVERSITARIO PEDRO ERNESTO,Aquisição por LICITAÇÃO de GRAMPEADORES LINEARES E CARGAS para o Hospital Universitário Pedro Ernesto,LABORATÓRIOS B. BRAUN S.A,31.673.254/0010-95,71400,43020,,
2023001690,Em Aberto,UERJ - ADMINISTRACAO CENTRAL,Descentraliação do projeto Observatório do Ambiente e Sustentabilidade SEAS,UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO,33.540.014/0001-57,7256951.68,2616489.67,928593.16,928593.16
2023001691,Ativo,FES - FUNDO ESTADUAL DE SAÚDE,aquisição de medicamentos,ACCORD FARMACÊUTICA LTDA,64.171.697/0001-46,158700,158700,79350,79350
2023001692,Ativo,JUCERJA - JUNTA COMERCIAL DO ESTADO DO RIO DE JANEIRO,Contratação de empresa especialiada na prestação de serviço de recarga de extintores,FIRE RED COMERCIO DE MATERIAIS CONTRA INCENDIO,10.859.198/0001-17,2975,2975,2975,2975
2023001693,Em Aberto,EMOP - EMPRESA DE OBRAS PÚBLICAS DO ESTADO DO RJ, aquisição de Certificado Digital E CPF A3 com Token pelo período de 36 meses em nome do servidor usuário Sr EDUARDO VAZ SERRINHO CPF 08828507764 ID 51161497 em favor da IMPRENSA OFICIAL DO ESTADO DO RIO DE JANEIRORJ,IMPRENSA OFICIAL DO ESTADO DO RIO DE JANEIRO,28.542.017/0001-90,350,350,,
2023001694,Em Aberto,AGENERSA - AG REGUL ENERGIA E SANEAMENTO DO EST RJ,Locação de Imóvel não residencial (Sala Comercial) no Condomínio do Edifício Darke/ no Centro - Rio de Janeiro/ com área entre 50 m2 e 100 m2 para atendimento das necessidades da AGENERSA.,CONDOMINIO DO EDIFICIO DARKE,29.409.760/0001-39,34887.48,29072.9,,
2023001695,Ativo,FAPERJ - FUNDAÇÃO C.C.F. DE AMPARO À PESQUISA DO ERJ,Aquisição de Servidores de Rede para a FAPERJ ,PPN TECNOLOGIA E INFORMÁTICA LTDA,05.673.799/0001-09,527400,527400,,
2023001696,Em Aberto,FSERJ - FUNDAÇÃO SAÚDE DO EST. DO RIO DE JANEIRO,empenho,INJEX INDUSTRIAS CIRURGICAS LTDA,59.309.302/0001-99,104811,104811,,
2023001607,Ativo,CEASA-RJ - CENTRAIS DE ABASTECIMENTO DO ESTADO DO RJ,Despesas com taxas referente a pagamento de boleto bancário,ASSOCIAÇÃO BRASILEIRA DAS CENTRAIS DE ABASTECIMENTO,03.656.907/0001-00,118300,70910,8470,8470
2023001608,Ativo,SECC - Secretaria de Estado da Casa Civil (Antiga SEGOV),A contratação de direito de uso temporário de 25 licenças do software AutoCADAutodesk com instalação ativação e atualiação de versões por 36 meses,MAPDATA TECNOLOGIA/ INFORMATICA E COMERCIO LTDA,66.582.784/0001-11,539500,539500,539500,539500
2023001609,Ativo,FUNESPOM - FUNDO ESP. POLÍCIA MILITAR RJ,AQUISIÇÃO DE EQUIPAMENTOS ODONTOLÓGICOS DE CME,DLW COMERCIAL DISTRIBUIDORA LTDA,45.992.528/0001-22,2235.98,2235.98,,
2023001610,Ativo,FUNESPOM - FUNDO ESP. POLÍCIA MILITAR RJ,AQUISIÇÃO DE EQUIPAMENTOS ODONTOLÓGICOS DE CME,IDEALINE COMERCIAL EIRELI,06.331.320/0001-00,16200,16200,,
2023001611,Ativo,FUNESPOM - FUNDO ESP. POLÍCIA MILITAR RJ,AQUISIÇÃO DE EQUIPAMENTOS ODONTOLÓGICOS DE CME,QUICKBUM E COMMERCE EIRELI EPP,30.323.616/0001-64,9800,9800,,
2023001612,Ativo,CEASA-RJ - CENTRAIS DE ABASTECIMENTO DO ESTADO DO RJ,Contratação de Mão de Obra Terceiriada,JFA MANUTENÇAO E SERVIÇOS EIRELI,41.834.349/0001-06,1249500,728875,208250,208250
2023001613,Ativo,FUNESPOM - FUNDO ESP. POLÍCIA MILITAR RJ,AQUISIÇÃO DE EQUIPAMENTOS ODONTOLÓGICOS DE CME,RIO MEIER COMERCIO DE MATERIAIS ODONTO-HOSPITALARES LTDA,31.890.783/0001-50,1850,1850,,
2023001614,Ativo,FES - FUNDO ESTADUAL DE SAÚDE,AQUISIÇÃO DE MEDICAMENTO,BIOHOSP PRODUTOS HOSPITARES S/A,18.269.125/0001-87,85410,85410,,
2023001615,Ativo,UERJ - HOSPITAL UNIVERSITÁRIO - HOSPITAL UNIVERSITARIO PEDRO ERNESTO,AQUISIÇÃO DO MEDICAMENTO DEXAMETASONA ID 17547,LEMAN MEDICAMENTOS E CIA LTDA,40.600.760/0001-54,1020,1020,,
2023001616,Em Aberto,FSERJ - FUNDAÇÃO SAÚDE DO EST. DO RIO DE JANEIRO,EMPENHO,DBV COMÉRCIO IMPORTAÇÃO E EXPORTAÇÃO DO BRASIL LTDA,17.771.867/0001-43,93240.6,93240.6,93240.6,93240.6
2023001617,Em Aberto,FSERJ - FUNDAÇÃO SAÚDE DO EST. DO RIO DE JANEIRO,EMPENHO,DLW COMERCIAL DISTRIBUIDORA LTDA,45.992.528/0001-22,2702848,2702.85,,
2023001618,Em Aberto,FSERJ - FUNDAÇÃO SAÚDE DO EST. DO RIO DE JANEIRO,EMPENHO,ESPECIFARMA COMERCIO DE MEDICAMENTOS E PRODUTOS HOSPITALARES LTDA,00.085.822/0001-12,43184.4,43184.4,,
2023001619,Em Aberto,FSERJ - FUNDAÇÃO SAÚDE DO EST. DO RIO DE JANEIRO,EMPENHO,ESSENCIAL RIO DISTRIBUIDORA DE PRODUTOS MEDICOS E HOSPITALARES LTDA,24.875.483/0001-36,9178.05,9178.05,,
2023001620,Ativo,FUNESBOM - FUNDO ESPECIAL DO CORPO DE BOMBEIROS,Aquisição emergencial de Lavadora Ultrassônica/ nas condições/ quantidades/ características e prazos definidos no Termo de Referência / de modo a atender às necessidades do funcionamento da Central de Material e Esterilização (CME) do Hospital Aristarcho Pessoa (HCAP)que atende aos Bombeiros Militares e seus dependentes.,PSM EQUIPAMENTOS MEDICOS EIRELI,29.689.057/0001-21,34500,34500,,
2023001621,Em Aberto,FSERJ - FUNDAÇÃO SAÚDE DO EST. DO RIO DE JANEIRO,EMPENHO,FAITHCARE MEDICAL LTDA ME,31.651.640/0001-95,59651.55,59651.55,59651.55,59651.55
2023001622,Em Aberto,FSERJ - FUNDAÇÃO SAÚDE DO EST. DO RIO DE JANEIRO,EMPENHO,LEMAN MEDICAMENTOS E CIA LTDA,40.600.760/0001-54,50042.07,50042.07,,
2023001623,Em Aberto,FSERJ - FUNDAÇÃO SAÚDE DO EST. DO RIO DE JANEIRO,EMPENHO,MEDKA HOSPITALAR EIRELI,36.958.637/0001-32,8491307393,849130.74,,
2023001624,Em Aberto,FSERJ - FUNDAÇÃO SAÚDE DO EST. DO RIO DE JANEIRO,EMPENHO,PETINELI IMPORTADORA E DISTRIBUIDORA DE MATERIAL MEDICO HOSPITALAR LTDA - ME,74.913.278/0001-96,98885.28,98885.28,,
2023001625,Em Aberto,FSERJ - FUNDAÇÃO SAÚDE DO EST. DO RIO DE JANEIRO,EMPENHO,ESSENCIAL RIO DISTRIBUIDORA DE PRODUTOS MEDICOS E HOSPITALARES LTDA,24.875.483/0001-36,5749.4,5749.4,5749.4,5749.4
2023001626,Ativo,FES - FUNDO ESTADUAL DE SAÚDE,AQUISIÇÃO DE MEDICAMENTO,JRG DISTRIBUIDORA DE MEDICAMENTOS HOSPITALARES LTDA -,04.380.569/0001-80,6825,6825,,
2023001627,Em Aberto,FSERJ - FUNDAÇÃO SAÚDE DO EST. DO RIO DE JANEIRO,EMPENHO,HOSPINOVA DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA,12.499.494/0002-60,55203.2,55203.2,55203.2,55203.2
2023001628,Em Aberto,FSERJ - FUNDAÇÃO SAÚDE DO EST. DO RIO DE JANEIRO,EMPENHO,JRG DISTRIBUIDORA DE MEDICAMENTOS HOSPITALARES LTDA -,04.380.569/0001-80,195840,195840,195840,195840
2023001629,Em Aberto,FSERJ - FUNDAÇÃO SAÚDE DO EST. DO RIO DE JANEIRO,EMPENHO,NSA DISTRIBUIDORA DE MEDICAMENTOS EIRELLI,34.729.047/0001-02,360,360,,
2023001630,Em Aberto,FSERJ - FUNDAÇÃO SAÚDE DO EST. DO RIO DE JANEIRO,EMPENHO,ONCOVIT DISTRIBUIDORA DE MEDICAMENTOS LTDA ME (MATRIZ),10.586.940/0001-68,8781,8781,,
2023001631,Em Aberto,FSERJ - FUNDAÇÃO SAÚDE DO EST. DO RIO DE JANEIRO,Contratação emergencial de empresa especialiada para a prestação dos serviçosde distribuições transportadas de preparações alimentares prontas destinada a pacientesacompanhantes funcionários e outros autoriados nas Unidades de Pronto Atendimentoque se encontram sob gestão da FUNDAÇÃO SAÚDE,RESTAURANTE NOVA RODOVIA 2007 LTDA,09.077.954/0001-77,741270.72,737235.34,373567.68,226287.09
2023001632,Em Aberto,FSERJ - FUNDAÇÃO SAÚDE DO EST. DO RIO DE JANEIRO,EMPENHO,GAMA MED 13 COMERCIO E SERVIÇOS EIRELI,04.981.484/0001-58,5580,5580,,
2023001633,Em Aberto,FSERJ - FUNDAÇÃO SAÚDE DO EST. DO RIO DE JANEIRO,EMPENHO,IBF INDUSTRIA BRASILEIRA DE FILMES S/A,33.255.787/0001-91,36547.56,36547.56,36547.56,36547.56
2023001634,Em Aberto,FSERJ - FUNDAÇÃO SAÚDE DO EST. DO RIO DE JANEIRO,EMPENHO,LEMAN MEDICAMENTOS E CIA LTDA,40.600.760/0001-54,113.6,113.6,,
2023001635,Em Aberto,AGENERSA - AG REGUL ENERGIA E SANEAMENTO DO EST RJ,O objeto deste processo é a contratação de empresa especialiada para o desenvolvimento do novo portal da AGENERSA com direito de uso de ferramenta CMS sistema de gerenciamento de conteúdo,PRODERJ - CENTRO DE TECNOLOGIA DE INFORMACAO E COMUNICACAO DO ESTADO DO RIO DE JANEIRO,30.121.578/0001-67,130832.84,54513.66,,
2023001636,Em Aberto,FSERJ - FUNDAÇÃO SAÚDE DO EST. DO RIO DE JANEIRO,EMPENHO,DBV COMÉRCIO IMPORTAÇÃO E EXPORTAÇÃO DO BRASIL LTDA,17.771.867/0001-43,640,640,,
2023001637,Em Aberto,FSERJ - FUNDAÇÃO SAÚDE DO EST. DO RIO DE JANEIRO,EMPENHO,ESPECIFARMA COMERCIO DE MEDICAMENTOS E PRODUTOS HOSPITALARES LTDA,00.085.822/0001-12,960,960,,
2023001638,Em Aberto,FSERJ - FUNDAÇÃO SAÚDE DO EST. DO RIO DE JANEIRO,EMPENHO,ESSENCIAL RIO DISTRIBUIDORA DE PRODUTOS MEDICOS E HOSPITALARES LTDA,24.875.483/0001-36,6955.2,6955.2,,
2023001639,Em Aberto,FSERJ - FUNDAÇÃO SAÚDE DO EST. DO RIO DE JANEIRO,EMPENHO,LEMAN MEDICAMENTOS E CIA LTDA,40.600.760/0001-54,2926.9,2926.9,,
2023001640,Em Aberto,FSERJ - FUNDAÇÃO SAÚDE DO EST. DO RIO DE JANEIRO,EMPENHO,LEMARC PRODUTOS MÉDICOS HOSPITALARES LTDA-ME,09.300.300/0001-60,820,820,820,820
2023001641,Em Aberto,FSERJ - FUNDAÇÃO SAÚDE DO EST. DO RIO DE JANEIRO,EMPENHO,ZAP COMÉRCIO DE PRODUTOS HOSPITALARES LTDA ME,72.120.744/0001-50,3366,3366,,
2023001642,Em Aberto,FSERJ - FUNDAÇÃO SAÚDE DO EST. DO RIO DE JANEIRO,empenho,BIONEFRO COMÉRCIO DE MATERIAL HOSPITALAR LTDA ME,00.683.826/0001-00,1165.25,1165.25,1165.25,1165.25
2023001643,Em Aberto,FSERJ - FUNDAÇÃO SAÚDE DO EST. DO RIO DE JANEIRO,empenho,BRASIL MED CARE IMPORTAÇÃO EXPORTAÇÃO COMÉRCIO E DISTRIBUIÇÃO LTDA,17.152.616/0001-80,51401.08,51401.08,51401.08,51401.08
2023001644,Em Aberto,FSERJ - FUNDAÇÃO SAÚDE DO EST. DO RIO DE JANEIRO,empenho,DBV COMÉRCIO IMPORTAÇÃO E EXPORTAÇÃO DO BRASIL LTDA,17.771.867/0001-43,33451.56,33451.56,,
2023001645,Em Aberto,FSERJ - FUNDAÇÃO SAÚDE DO EST. DO RIO DE JANEIRO,empenho,EP SUPRIMENTOS LTDA,34.144.836/0001-81,6778.14,6778.14,,
2023001646,Em Aberto,FSERJ - FUNDAÇÃO SAÚDE DO EST. DO RIO DE JANEIRO,empenho,HUNTER CIENTIFICA COMERCIAL E SERVIÇOS LTDA,00.304.559/0001-05,16663,16663,,
2023001647,Em Aberto,FSERJ - FUNDAÇÃO SAÚDE DO EST. DO RIO DE JANEIRO,empenho,MARES SERVIÇOS E COMÉRCIO DE EQUIPAMENTOS EIRELI,19.061.289/0001-87,1044,1044,,
2023001648,Em Aberto,UERJ - ADMINISTRACAO CENTRAL,Descentraliação do projeto Interioriação e Valoriação do PRMF,UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO,33.540.014/0001-57,9824287.95,4432132.89,1960357.5,1529785.97
2023001649,Em Aberto,FUNESPOM - FUNDO ESP. POLÍCIA MILITAR RJ,AQUISIÇÃO DE MATERIAL MÉDICO HOSPITALAR,INJEX INDUSTRIAS CIRURGICAS LTDA,59.309.302/0001-99,6985,6985,,
2023001650,Ativo,SECC - Secretaria de Estado da Casa Civil (Antiga SEGOV),Aquisição de materiais de escritório para atender às necessidades da Secretaria de Estado da Casa Civil,FRAMOT BAZAR E UTILIDADES LTDA,07.093.083/0001-50,3536.1,3536.1,3536.1,3536.1
2023001651,Ativo,SECC - Secretaria de Estado da Casa Civil (Antiga SEGOV),O objeto da futura licitação é a aquisição de 10 de televisores de 65 polegadas com tecnologia smart display em LED e Full HD e entradas USB e HDMI para atender às necessidades da Secretaria de Estado da Casa Civil,QUALITY ELETROMOVEIS LTDA,41.371.468/0001-70,34850,34850,34850,34850
2023001652,Em Aberto,UERJ - ADMINISTRACAO CENTRAL,AQUISIÇÃO DE MATERIAL,EQUILAB FL CORPORATION,00.000.000/0005-45,58335.49,0,,
2023001653,Ativo,SEPM - Secretaria de Estado de Polícia Militar,Viaturas Parcialmente Blindadas,TOYOTA DO BRASIL LTDA,59.104.760/0001-91,7616596.5,7616596.5,,
2023001654,Em Aberto,UERJ - ADMINISTRACAO CENTRAL,AQUISIÇÃO DE UMA FRAGMENTADORA,MIC TEC COMERCIO E SERVIÇOS DE INFORMATICA LTDA,11.893.386/0001-24,8000,10965,10965,10965
2023001655,Ativo,CEASA-RJ - CENTRAIS DE ABASTECIMENTO DO ESTADO DO RJ,Contratação de empresa especialiada na prestação de seguro total de veículos e assistência 24 horas,PORTO SEGURO CIA DE SEGUROS GERAIS,61.198.164/0001-60,8417.53,8417.53,,
2023001656,Ativo,SEPM - Secretaria de Estado de Polícia Militar,AQUISIÇÃO DE VEÍCULOS ADMINISTRATIVOS DESCARACTERIZADOS ,HPE AUTOMOTORES DO BRASIL LTDA,54.305.743/0011-70,1314000,1314000,,
2023001657,Em Aberto,FUNESPOM - FUNDO ESP. POLÍCIA MILITAR RJ,MATERIAL MEDICO,MEDKA HOSPITALAR EIRELI,36.958.637/0001-32,5247.5,5247.5,,
2023001658,Ativo,JUCERJA - JUNTA COMERCIAL DO ESTADO DO RIO DE JANEIRO,Aquisição de mastro de ferro galvaniado completo,MR IRMAOS MANSUR LTDA,04.672.955/0001-46,4740,4740,,
2023001659,Em Aberto,FUNESPOM - FUNDO ESP. POLÍCIA MILITAR RJ,AQUISIÇÃO DE MEDICAMENTOS,MULTIFARMA COMÉRCIO E REPRESENTAÇÕES LTDA,21.681.325/0001-57,4128.15,4128.15,,
2023001660,Em Aberto,FUNESPOM - FUNDO ESP. POLÍCIA MILITAR RJ,AQUISIÇÃO DE MEDICAMENTOS,COSTA CAMARGO COMERCIO DE PRODUTOS HOSPITALARES LTDA (MATRIZ),36.325.157/0001-34,200638.5,200638.5,100208.4,100208.4
2023001661,Em Aberto,FUNESPOM - FUNDO ESP. POLÍCIA MILITAR RJ,AQUISIÇÃO DE MEDICAMENTOS,DISTRIBUIÇÃO DE MEDICAMENTOS PAMED LTDA,02.424.344/0001-53,20250,20250,20250,20250
2023001662,Ativo,UERJ - HOSPITAL UNIVERSITÁRIO - HOSPITAL UNIVERSITARIO PEDRO ERNESTO,A aquisição de medicamento Ceftaidima 2000 mg Avibactam sódico 500 mg po sol inj fa,DISTRIBUIÇÃO DE MEDICAMENTOS PAMED LTDA,02.424.344/0001-53,167172.9,163895,163895,163895
2023001663,Em Aberto,FUNESPOM - FUNDO ESP. POLÍCIA MILITAR RJ,AQUISIÇÃO DE MEDICAMENTOS,NSA DISTRIBUIDORA DE MEDICAMENTOS EIRELLI,34.729.047/0001-02,264.6,264.6,,
2023001664,Em Aberto,SEPM - Secretaria de Estado de Polícia Militar,MEDICAMENTOS,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA,44.734.671/0001-51,1958.78,1958.78,,
2023001665,Em Aberto,SEPM - Secretaria de Estado de Polícia Militar,MEDICAMENTOS,LEMAN MEDICAMENTOS E CIA LTDA,40.600.760/0001-54,241.04,241.04,241.04,241.04
2023001666,Em Aberto,SEPM - Secretaria de Estado de Polícia Militar,MEDICAMENTOS,MEDKA HOSPITALAR EIRELI,36.958.637/0001-32,3647.81,3647.81,3616.25,3616.25
2023001667,Em Aberto,SEPM - Secretaria de Estado de Polícia Militar,MEDICAMENTOS,UP DISTRIBUIDORA LTDA,44.152.616/0001-53,156240,156240,,
2023001668,Ativo,FES - FUNDO ESTADUAL DE SAÚDE,AQUISIÇÃO DE MEDICAMENTO,NUTRIPLAN COMERCIAL LTDA,32.694.553/0001-88,3618,3618,3618,3618
2023001669,Em Aberto,UERJ - ADMINISTRACAO CENTRAL,Manutenção corretiva emergencial de 20 varas cênicas com a substituição dos cabos de aço realiação correta das fixações e substituições dos esticadores a ser realiada por empresa especialiada em serviços técnicos cênicos ,FULL TEC CONSTRUÇÕES LTDA ,04.855.314/0001-27,72500,72500,,
2023001670,Ativo,SEPM - Secretaria de Estado de Polícia Militar,Serviço de telefonia fixa,OI S/A,76.535.764/0001-43,3967231,1105685.36,290282.09,157445.79
2023001671,Ativo,UERJ - HOSPITAL UNIVERSITÁRIO - HOSPITAL UNIVERSITARIO PEDRO ERNESTO,Aquisição por LICITAÇÃO de CATETER GUIA para o Hospital Universitário Pedro Ernesto,MEDTRONIC COMERCIAL LTDA,01.772.798/0006-67,164450,80784,,
2023001672,Em Aberto,FSERJ - FUNDAÇÃO SAÚDE DO EST. DO RIO DE JANEIRO,EMPENHO,SEROPLAST INDUSTRIA E COMERCIO DE PRODUTOS HOSPITALARES EIRELLI,23.596.733/0001-36,1276,1276,,
2023001674,Em Aberto,SETRAB - SECRETARIA DE ESTADO DO TRABALHO E RENDA,AQUISIÇÃO DE TELEFONIA MÓVEL (SERVIÇO MÓVEL PESSOAL - SMP) E DE COMUNICAÇÃO DE DADOS (INTERNET) MÓVEL. ,CLARO S/A (FILIAL),40.432.544/0062-69,18347.4,18347.4,,
2023001675,Em Aberto,ITERJ - INSTIT DE TERRAS E CARTOGRAFIA DO EST DO RJ,Consumo de Ata SRP de Troféu Acrílico,LAC RJ COMEÉRCIO DE SERVIÇOS,41.775.787/0001-40,341000,341000,,
2023001676,Ativo,UERJ - HOSPITAL UNIVERSITÁRIO - HOSPITAL UNIVERSITARIO PEDRO ERNESTO,A aquisição de Colchão Hospitalar,CSX COMERCIAL LTDA -EPP,13.828.262/0001-90,47900,47900,,
2023001677,Ativo,PROCON RJ - Proteção e Defesa do Consumidor,Contratação de empresa organiadora de seminários jurídicos especialiado de capacitação e treinamento para servidores do PROCON e consumidores em geral em torno de 200 duentas pessoas presencial e apresentação ao vivo pelo youtube com a elaboração e entrega de certificados enviados por email com palestra específica serviço especialiado para o planejamento e organiação contrataçãocontato de palestrantes com o devido pagamento pela participação do evento caso seja necessário com a promoção e execução a realiação de cerimonial e solenidades de entrega de medalhas e certificados,INSTITUTO NEMESIS DE ESTUDOS AVANCADOS EM DIREITO,24.848.485/0001-36,94499.5,94499.5,,
2023001394,Em Aberto,FSERJ - FUNDAÇÃO SAÚDE DO EST. DO RIO DE JANEIRO,Contratação emergencial de empresa especialiada na prestação de serviçocontinuado de vigilância patrimonial desarmada diurna e noturna ininterrupto 24h vintee quatro por dia 07 sete dias por semana a serem executados nas dependências dasUnidade de Pronto Atendimento UPA quais sejam CAMPO GRANDE I CAMPOGRANDE II SANTA CRUZ ITABORAÍ NITERÓI QUEIMADOSJACAREPAGUÁ TIJUCA BOTAFOGO COPACABANA IRAJÁ RICARDO DEALBUQUERQUE MARECHAL HERMES REALENGO BANGÚ MARÉENGENHO NOVO ILHA DO GOVERNADOR CAMPOS DOS GOYTACAZES eSÃO PEDRO DA ALDEIA unidades de saúde geridas pela Fundação Saúde do Estadodo Rio de Janeiro FSERJ,HAWK SEGURANÇA E VIGILÂNCIA LTDA,16.930.136/0001-30,339108.18,339108.18,96080.56,86770.35
